Correlativo,Fecha,ID,Categoría,Edad,Talla,IMC,PesoActual_Kg,MA_Per,MA_Kg,MO_kg,MM_Per,MM_Kg,IMO,Sum6Pliegues,Observaciones,TallaSentado,Biacromial,T_delTorax,AntPost_delTorax,Biiliocristal,Humero,Femur,Cabeza,Brazo_Relajado,Brazo_Flexionado,Antebrazo,Torax,Cintura,Cadera,Muslo1cm_Gluteo,MusloMedio,Pierna,Triceps,Subescapular,Supraespinal,Abdominal,Muslo,Pantorrilla,Fecha_registro,Nro_Evaluacion,MG_Per
411,2023-07-17,10000040,Sub-17,17.4,169.5,26.4181481191427,75.9,19.19,14.562,9.028,52.29,39.69,4.3963,50.2,"Mantener MM, disminuir 7.2 puntos en la S6P.",88.2,40.2,29.3,20.5,27.7,7.0,10.3,56.5,31.7,33.7,27.0,93.5,76.6,97.5,61.0,59.6,40.5,6.2,10.0,10.2,10.6,9.2,4.0,2023-10-19 19:58:19.247,6,
412,2023-07-17,10000083,Sub-17,16.9,179.5,21.5392493850917,69.4,24.61,17.08,7.818,47.91,33.253,4.2534,57.6,"Aumentar 1.7 kg de MM, disminuir 13.6 en la S6P.",95.0,40.2,28.7,21.2,28.0,7.0,9.9,54.0,29.0,30.5,25.2,96.5,74.1,95.2,56.5,53.2,34.7,7.2,8.0,9.0,18.0,9.0,6.4,2023-10-19 19:58:19.247,4,
413,2023-07-17,10000192,Sub-17,17.1,176.2,19.6479854050899,61.0,22.42,13.674,7.929,45.89,27.992,3.5303,36.0,"Aumentar 3 kg de MM, mantener S6P.",93.2,40.6,28.0,18.7,27.5,6.2,9.3,55.1,25.5,28.5,24.6,88.2,72.1,87.2,49.0,47.5,33.5,5.0,7.6,4.6,9.8,5.4,3.6,2023-10-19 19:58:19.247,4,
414,2023-07-17,10000019,Sub-17,17.5,159.6,21.4351668645297,54.6,18.52,10.113,6.941,49.97,27.286,3.9311,36.0,"Aumentar 3.7 kg de MM, mantener S6P.",81.0,39.4,29.0,17.3,25.8,6.3,8.6,54.7,27.0,30.5,24.0,89.0,73.4,85.2,50.1,48.5,33.2,5.4,6.8,5.4,8.0,6.4,4.0,2023-10-19 19:58:19.247,3,
415,2023-07-17,10000030,Sub-17,16.6,166.5,22.7615002389777,63.1,18.35,11.58,8.218,50.19,31.671,3.8539,37.0,"Aumentar 3.3 kg de MM, mantener S6P.",92.0,39.2,29.8,19.5,28.5,6.7,10.2,52.9,26.9,28.5,24.8,92.0,73.8,91.5,52.7,50.6,36.2,5.4,6.0,6.0,10.2,5.8,3.6,2023-10-19 19:58:19.247,3,
416,2023-07-17,10000044,Sub-17,16.8,168.5,21.7665031830869,61.8,23.96,14.81,7.806,45.98,28.413,3.6399,59.8,"Aumentar 2.6 kg de MM, disminuir 16.3 puntos en la S6P.",92.1,38.7,29.0,20.6,28.5,6.7,10.2,54.5,26.4,28.7,24.0,91.6,75.2,91.0,54.6,51.4,35.1,7.0,10.8,8.2,19.6,6.6,7.6,2023-10-19 19:58:19.247,2,
417,2023-07-05,10000088,Sub-17,17.1,175.4,22.2329414181496,68.4,19.0,12.993,8.961,49.78,34.048,3.7996,35.0,,95.1,38.7,29.6,19.3,28.5,7.5,10.0,58.0,27.0,29.0,26.5,92.2,74.5,93.0,55.1,55.0,36.7,7.2,5.6,4.6,6.4,6.8,4.4,2023-10-19 19:58:19.247,4,
418,2023-07-17,10000088,Sub-17,17.1,175.4,22.2979500187875,68.6,18.57,12.737,8.932,50.48,34.629,3.877,33.8,"Aumentar 1.4 kg de MM, mantener S6P.",95.1,38.7,29.6,19.3,28.5,7.5,10.0,58.0,27.0,29.0,26.0,93.0,74.0,93.5,56.0,55.0,36.7,6.4,5.6,5.4,5.8,6.0,4.6,2023-10-19 19:58:19.247,5,
419,2023-07-17,10000167,Sub-17,17.0,169.1,21.4374566573445,61.3,21.19,12.987,8.431,45.24,27.734,3.2895,41.0,"Aumentar 3.3 kg de MM, mantener S6P.",89.5,39.2,30.0,19.0,27.3,7.1,9.6,56.6,27.4,29.6,25.4,91.7,75.5,91.0,53.7,51.5,24.1,6.8,6.0,5.6,8.8,8.6,5.2,2023-10-19 19:58:19.247,3,
420,2023-07-17,10000031,Sub-17,17.1,176.3,23.1004169979174,71.8,19.37,13.911,8.867,50.95,36.585,4.126,42.2,"Mantener MM, mantener S6P.",94.0,40.3,30.3,19.0,29.9,7.0,10.0,56.0,29.6,31.6,27.0,95.2,78.2,97.7,56.6,54.3,38.3,6.2,7.0,7.0,11.8,7.0,3.2,2023-10-19 19:58:19.247,4,
421,2023-07-17,10000067,Sub-17,17.1,168.5,22.2595954882054,63.2,20.66,13.054,7.943,48.18,30.448,3.8333,41.4,"Aumentar 2.6 kg de MM, mantener S6P.",88.6,40.0,27.7,17.4,26.5,6.6,9.6,54.1,27.0,29.5,24.7,87.0,76.0,89.5,53.5,51.0,37.2,7.6,8.4,5.0,7.0,8.8,4.6,2023-10-19 19:58:19.247,4,
422,2023-07-05,10000063,Sub-17,15.9,183.4,22.3870213547805,75.3,22.92,17.262,8.607,47.65,35.88,4.1687,50.4,,98.5,39.7,32.3,19.2,28.7,7.0,10.1,57.9,29.2,31.4,25.7,97.5,78.7,93.0,55.7,53.6,36.1,6.2,10.2,10.2,11.8,7.0,5.0,2023-10-19 19:58:19.247,4,
423,2023-07-17,10000063,Sub-17,15.9,183.4,22.7140561952886,76.4,23.31,17.808,8.779,47.75,36.483,4.1557,51.4,"Mantener MM, disminuir 9.4 puntos en la S6P.",98.5,39.7,32.3,19.2,28.7,7.0,10.1,57.9,29.4,31.6,25.8,97.0,76.7,94.0,56.0,54.0,36.0,6.4,10.0,9.0,13.2,7.0,5.8,2023-10-19 19:58:19.247,5,
424,2023-07-17,10000129,Sub-17,17.2,166.3,21.1168117664032,58.4,19.6,11.448,6.514,50.75,29.637,4.5497,37.4,"Aumentar 5.4 kg de MM, mantener S6P.",90.4,37.9,27.6,18.7,25.5,6.5,9.1,53.2,27.5,29.2,26.2,88.5,74.0,85.7,51.3,50.3,35.0,4.8,7.2,5.4,10.6,5.4,4.0,2023-10-19 19:58:19.247,4,
425,2023-07-07,10000038,Sub-17,17.5,163.0,26.4970454288833,70.4,17.79,12.527,8.172,52.55,36.996,4.5272,47.0,"Mantener MM, disminuir 4 puntos en la S6P.",88.4,38.9,28.7,19.0,27.5,7.0,9.8,55.0,30.2,31.4,26.2,97.0,82.7,96.3,58.2,58.0,38.7,7.8,9.6,5.6,13.4,6.8,3.8,2023-10-19 19:58:19.247,6,
426,2023-07-17,10000081,Sub-17,17.3,174.7,19.5608859606902,59.7,22.71,13.559,7.063,47.13,28.135,3.9834,36.2,"Aumentar 5.9 kg de MM, mantener S6P.",94.7,39.7,26.8,19.3,24.9,6.5,9.2,54.0,27.0,29.3,23.5,87.9,69.7,89.1,50.0,47.5,32.6,5.0,7.2,4.2,8.2,6.4,5.2,2023-10-19 19:58:19.247,4,
427,2023-07-18,10000003,Sub-15,15.1,164.4,17.3897857578395,47.0,21.31,10.015,6.746,42.99,20.207,2.9954,25.4,"Aumentar 7.8 kg de MM, mantener S6P.",84.1,36.5,26.0,17.9,24.3,6.5,9.3,54.7,21.5,23.4,21.2,79.5,67.9,77.9,43.4,41.9,31.7,4.2,4.8,3.6,4.2,5.0,3.6,2023-10-19 19:58:19.247,4,
428,2023-07-18,10000016,Sub-15,15.2,186.1,19.1723493144297,66.4,24.34,16.159,17.233,34.6,22.977,1.3333,48.4,"Aumentar 5 kg de MM, disminuir 4.4 en la S6P.",101.3,40.2,29.3,15.1,27.7,24.5,10.2,56.4,25.1,28.0,25.0,85.8,73.2,90.7,51.5,50.5,34.8,8.2,9.0,6.6,8.4,9.0,7.2,2023-10-19 19:58:19.247,4,
429,2023-07-18,10000004,Sub-15,14.7,168.4,22.6386671255522,64.2,18.9,12.133,7.782,49.72,31.923,4.1022,34.8,"Aumentar 0.4 kg de MM, mantener S6P.",90.0,40.2,29.4,17.2,25.6,6.7,8.9,55.5,26.2,27.6,23.6,89.4,76.7,92.8,54.7,53.5,35.1,4.8,6.0,5.6,8.4,6.6,3.4,2023-10-19 19:58:19.247,3,
430,2023-07-18,10000041,Sub-15,14.8,163.9,20.4368725852197,54.9,21.81,11.973,7.934,52.3,28.713,3.619,35.0,"Aumentar 3.6 kg de MM, mantener S6P.",127.8,37.8,28.0,15.9,26.0,6.5,9.7,54.2,25.5,27.0,22.7,84.3,70.3,85.8,51.2,50.5,34.7,5.4,5.4,5.2,5.8,8.2,5.0,2023-10-19 19:58:19.247,4,
431,2023-07-18,10000005,Sub-15,14.6,168.1,20.4546669021195,57.8,23.86,13.791,8.194,51.61,29.829,3.6403,44.4,"Aumentar 2.5 kg de MM, mantener S6P.",132.4,38.5,27.7,17.4,27.6,7.2,9.7,52.6,26.6,28.7,25.0,87.7,73.1,88.0,52.5,50.3,34.5,6.6,5.8,5.6,9.0,9.0,8.4,2023-10-19 19:58:19.247,3,
432,2023-07-18,10000116,Sub-15,14.7,176.4,21.1138877319635,65.7,22.45,14.75,7.846,47.32,31.088,3.9623,41.0,"Aumentar 1.2 kg de MM, mantener S6P.",90.1,37.5,27.9,19.3,26.5,7.3,9.7,56.5,25.7,30.2,25.5,89.2,73.7,92.5,54.2,53.7,34.7,8.6,8.4,4.4,9.0,6.4,4.2,2023-10-19 19:58:19.247,4,
433,2023-07-18,10000139,Sub-15,14.9,168.4,22.9207688965871,65.0,20.87,13.564,7.618,49.68,32.293,4.239,44.8,"Mantener MM, mantener la S6P.",88.2,38.4,26.4,19.1,26.5,6.8,9.3,55.3,29.2,31.3,25.1,86.2,75.0,91.2,56.7,54.2,37.2,7.0,7.2,6.0,9.2,10.8,4.6,2023-10-19 19:58:19.247,4,
434,2023-07-18,10000190,Sub-15,15.0,180.5,21.7616500794193,70.9,23.47,16.638,9.591,45.37,32.167,3.3539,51.4,"Aumentar 0.3 kg de MM, disminuir 7.6 en la S6P.",93.8,41.8,29.9,21.4,29.4,7.5,10.1,57.0,27.1,29.3,25.5,93.7,75.0,93.8,56.5,54.1,35.5,8.0,9.6,7.2,10.2,9.0,7.4,2023-10-19 19:58:19.247,4,
435,2023-07-18,10000117,Sub-15,15.1,163.9,22.18647734206,59.6,22.81,13.595,7.541,45.92,27.366,3.629,50.6,"Aumentar 4.9 kg de MM, disminuir 6.6 en la S6P.",88.1,37.0,25.9,19.1,25.5,7.0,9.8,55.8,25.2,27.2,23.6,85.4,75.1,89.6,53.3,51.6,35.5,8.6,9.0,6.8,11.4,8.6,6.2,2023-10-19 19:58:19.247,4,
436,2023-07-18,10000104,Sub-15,15.4,163.1,24.2090610305166,64.4,22.19,14.293,7.991,46.72,30.091,3.7656,63.4,"Aumentar 2.4 kg de MM, disminuir 19.4 en la S6P.",90.3,38.9,28.7,20.9,27.5,7.4,10.2,54.1,28.9,30.5,25.6,93.4,81.4,92.8,54.8,52.5,35.8,10.0,10.0,11.2,15.2,9.4,7.6,2023-10-19 19:58:19.247,3,
437,2023-07-18,10000039,Sub-15,15.1,179.9,20.0531392741505,64.9,24.27,15.75,8.171,44.77,29.057,3.5561,44.6,"Aumentar 3.2 kg de MM, mantener la S6P.",93.2,38.9,27.4,19.8,30.3,6.0,10.0,54.9,26.2,28.1,24.1,87.3,75.1,91.4,54.4,52.2,34.8,5.4,6.8,6.4,11.0,7.8,7.2,2023-10-19 19:58:19.247,4,
438,2023-07-18,10000162,Sub-15,15.5,169.0,23.9837540702356,68.5,20.12,13.785,7.944,50.81,34.807,4.3815,49.4,"Mantener MM, disminuir 5.4 puntos en la S6P.",96.7,39.5,30.5,19.5,27.4,6.7,9.8,55.5,27.6,30.2,25.2,94.8,74.5,93.5,59.1,57.5,39.6,8.2,9.0,6.6,9.0,10.4,6.2,2023-10-19 19:58:19.247,3,
439,2023-07-18,10000161,Sub-15,15.4,172.0,23.8304488912926,70.5,20.92,14.748,8.829,49.45,34.859,3.9482,44.4,"Mantener  MM, mantener S6P.",93.2,39.5,26.5,18.6,27.0,7.0,9.5,58.3,28.9,31.4,25.1,87.6,74.5,92.1,56.2,56.5,39.4,7.4,8.4,5.6,9.4,9.6,4.0,2023-10-19 19:58:19.247,3,
440,2023-07-18,10000140,Sub-15,15.2,163.9,21.7397697445689,58.4,20.3,11.855,7.997,46.53,27.171,3.3976,40.6,"Aumentar 2.8 kg de MM, mantener S6P.",87.0,37.6,27.6,18.0,27.5,6.3,10.2,56.4,26.0,28.2,24.2,84.2,76.5,87.8,52.2,51.1,34.7,5.2,7.2,6.2,8.6,8.0,5.4,2023-10-19 19:58:19.247,4,
441,2023-07-05,10000134,Sub-15,15.4,188.2,21.2031652853082,75.1,24.23,18.2,8.26,47.52,35.689,4.3207,44.8,"Mantener  MM, mantener S6P.",102.8,43.3,28.7,20.1,24.7,7.0,9.8,56.0,27.5,30.4,25.7,92.6,74.0,96.2,57.5,54.7,37.1,7.4,9.0,7.4,7.6,8.6,4.8,2023-10-19 19:58:19.247,4,
442,2023-07-18,10000158,Sub-15,15.3,175.1,22.9288901079941,70.3,20.87,14.675,8.801,49.54,34.827,3.9572,45.0,"Mantener MM, disminuir 1 puntos en la S6P.",92.6,38.5,26.0,18.7,29.3,7.4,10.0,56.1,29.8,32.6,25.7,90.3,77.5,95.2,58.0,56.0,38.0,7.2,7.4,6.0,8.4,9.4,6.6,2023-10-19 19:58:19.247,4,
443,2023-07-05,10000098,Sub-15,15.2,174.4,23.4421029374632,71.3,19.77,14.097,8.608,49.62,35.377,4.1098,41.0,"Mantener  MM, mantener S6P.",94.7,38.6,29.1,19.1,28.0,7.2,10.3,55.2,27.9,29.5,25.3,92.5,78.6,93.3,57.0,56.8,37.7,6.2,8.4,6.0,8.0,4.6,7.8,2023-10-19 19:58:19.247,4,
444,2023-07-05,10000142,Sub-15,15.0,176.0,22.1138946280992,68.5,24.75,16.953,8.372,45.31,31.04,3.7076,56.4,"Aumentar 2 kg de MM, disminuir 12.4 puntos en la  S6P.",98.2,37.0,27.8,20.6,28.1,7.6,10.4,56.0,27.5,28.7,25.7,87.5,76.2,94.2,55.2,54.7,36.8,6.6,8.2,11.4,14.2,10.2,5.8,2023-10-19 19:58:19.247,5,
445,2023-07-18,10000135,Sub-15,15.5,176.5,22.5986886982481,70.4,22.0,15.49,8.623,47.88,33.704,3.9086,49.4,"Mantener MM, disminuir 5.4 puntos en la S6P.",96.7,40.1,29.8,19.4,29.9,6.6,9.8,55.8,27.3,31.0,25.5,95.4,77.5,95.7,57.0,56.0,35.5,8.0,8.2,7.0,11.0,9.4,5.8,2023-10-19 19:58:19.247,3,
446,2023-07-18,10000047,Sub-15,15.3,175.0,21.5836734693878,66.1,22.31,14.746,7.713,49.1,32.454,4.2077,47.6,"Mantener MM, disminuir 3.6 puntos en la S6P.",85.5,39.1,28.7,18.8,26.6,10.2,7.0,54.3,29.4,31.2,25.2,90.7,74.7,95.1,55.5,53.5,36.1,6.6,8.0,8.8,12.0,7.8,4.4,2023-10-19 19:58:19.247,3,
447,2023-07-18,10000028,Sub-15,15.3,176.0,22.6949896694215,70.3,21.52,15.126,8.639,48.41,34.029,3.939,50.0,"Mantener MM, disminuir 6 puntos en la S6P.",98.0,40.0,28.2,21.1,27.9,7.4,10.4,56.0,27.6,30.7,26.7,92.2,79.0,98.2,56.6,56.8,39.2,5.8,7.2,9.8,12.6,9.2,5.4,2023-10-19 19:58:19.247,4,
448,2023-07-18,10000000,Sub-15,15.5,178.0,21.4619366241636,68.0,26.62,18.101,7.925,44.61,30.338,3.8281,62.0,"Aumentar 2.2 kg de MM, disminuir 18 en la S6P.",94.0,37.0,28.4,18.6,29.4,7.2,9.6,56.7,27.5,30.7,25.7,90.2,75.8,96.2,56.5,54.2,35.1,9.6,9.4,10.4,13.0,10.4,9.2,2023-10-19 19:58:19.247,3,
449,2023-07-18,10000168,Sub-15,15.5,180.8,17.8043503798261,58.2,30.45,17.721,7.322,39.66,23.085,3.1528,57.3,"Aumentar 4.9 kg de MM, disminuir 13.3 en la S6P.",90.2,37.2,27.0,18.4,28.0,6.9,9.6,57.5,25.7,27.7,24.4,82.5,70.7,92.7,51.6,50.6,33.1,8.8,7.6,11.3,13.4,8.2,8.0,2023-10-19 19:58:19.247,3,
450,2023-06-28,10000160,Sub-15,15.0,182.8,18.7934823724318,62.8,25.83,16.221,9.193,40.02,25.13,2.7336,39.0,,97.3,39.5,28.6,16.9,30.7,6.9,9.5,55.6,24.4,25.7,23.5,84.2,74.0,88.1,49.5,48.0,33.3,6.0,9.0,6.0,7.8,6.2,4.0,2023-10-19 19:58:19.247,4,
451,2023-06-28,10000132,Sub-13,12.8,152.6,22.0726283948475,51.4,21.1,10.848,7.102,45.55,23.413,3.2967,48.4,"Aumentar 0.7 kg de MM, dimisminuir 10.4 puntos en la S6P.",85.0,35.5,27.2,17.5,26.3,6.7,10.0,54.2,24.0,25.5,22.3,83.2,73.7,86.6,50.9,48.1,33.1,7.2,7.4,7.4,11.6,9.2,5.6,2023-10-19 19:58:19.247,4,
452,2023-07-11,10000050,Sub-13,13.5,156.1,17.9339366304144,43.7,20.78,9.083,5.828,44.21,19.321,3.3152,29.6,"Aumentar 2.7 kg de MM, mantener la S6P.",81.3,34.0,24.0,16.5,25.2,6.4,9.2,50.9,21.3,23.1,21.1,78.2,72.3,78.0,45.6,44.4,29.5,5.6,4.8,4.6,6.0,4.6,4.0,2023-10-19 19:58:19.247,4,
453,2023-06-28,10000017,Sub-13,13.1,152.0,20.38608033241,47.1,21.5,10.125,5.723,47.81,22.52,3.935,38.2,"Aumentar 1.5 kg de MM, mantener la S6P.",73.0,33.1,24.5,14.9,23.5,6.6,8.1,54.5,25.2,26.7,23.5,77.2,67.7,78.5,45.1,42.5,33.3,5.8,6.6,4.8,7.6,8.0,5.4,2023-10-19 19:58:19.247,3,
454,2023-07-11,10000109,Sub-13,13.2,167.3,20.9008517186395,58.5,26.66,15.597,6.69,40.61,23.759,3.5514,69.4,"Mantener MM, disminuir 31.4 puntos en la S6P.",88.4,37.1,27.5,37.2,26.7,7.0,9.5,54.6,26.0,26.7,23.8,87.2,73.6,89.4,51.8,47.7,34.0,11.4,8.8,12.2,18.4,9.2,9.4,2023-10-19 19:58:19.247,4,
455,2023-07-11,10000059,Sub-13,13.4,171.4,22.2275474539417,65.3,24.53,16.017,8.84,42.14,27.516,3.1127,47.4,"Mantener MM, disminuir 9.4 puntos en la S6P.",88.0,37.0,27.5,20.0,27.9,7.3,10.1,54.3,23.5,25.4,21.1,85.3,74.5,93.1,54.4,43.0,33.1,8.4,9.2,5.4,9.8,8.8,5.8,2023-10-19 19:58:19.247,4,
456,2023-07-11,10000006,Sub-13,13.4,161.5,19.3618265295364,50.5,26.29,13.277,6.624,42.72,21.572,3.2566,51.2,"Aumentar 2.4 kg de MM, dimisminuir 13.2 puntos en la S6P.",84.0,35.2,25.1,16.9,26.0,6.7,9.7,51.8,23.2,24.7,22.4,78.7,67.5,84.3,49.3,47.6,33.3,9.4,7.4,7.0,11.8,8.2,7.4,2023-10-19 19:58:19.247,1,
457,2023-07-11,10000197,Sub-13,13.2,166.5,18.8296404512621,52.2,26.74,13.959,6.758,43.32,22.61,3.3457,69.6,"Aumentar 1.4 kg de MM, dimisminuir 31.6 puntos en la S6P.",84.7,38.3,27.8,20.8,27.7,6.9,10.2,54.8,27.2,28.8,24.7,86.2,74.0,89.1,53.2,51.2,36.3,11.2,11.4,10.8,16.4,9.8,10.0,2023-10-19 19:58:19.247,4,
458,2023-07-11,10000154,Sub-13,13.5,174.5,18.8175794944212,57.3,25.8,14.785,7.934,41.64,23.858,3.0071,43.3,"Mantener MM, disminuir 5.3 puntos en la S6P.",91.5,38.5,26.7,17.2,27.7,6.0,10.1,55.7,24.2,26.6,22.7,83.7,71.0,86.0,49.0,47.5,33.9,6.0,6.4,4.7,7.8,9.4,9.0,2023-10-19 19:58:19.247,1,
459,2023-07-11,10000115,Sub-13,13.2,161.7,18.8167694131119,49.2,24.67,12.136,6.298,43.28,21.292,3.3808,35.2,"Aumentar 2.7 kg de MM, mantener la S6P.",83.2,33.0,23.4,17.5,25.1,5.8,9.2,54.7,21.6,22.5,20.7,75.3,64.2,79.7,47.2,44.0,31.5,4.0,7.2,5.0,9.0,6.4,3.6,2023-10-19 19:58:19.247,3,
460,2023-07-11,10000035,Sub-13,13.4,167.7,18.5966862340786,52.3,25.35,13.256,7.662,40.58,21.223,2.7699,39.6,"Aumentar 2.8 kg de MM, disminuir 1.6 en la S6P.",90.1,37.4,25.8,16.1,25.2,7.1,9.8,53.7,23.8,25.2,22.2,77.9,68.9,85.5,46.1,47.2,32.5,6.4,6.4,6.2,6.6,9.2,4.8,2023-10-19 19:58:19.247,4,
461,2023-06-28,10000100,Sub-13,13.2,166.0,18.6529249528233,51.4,25.37,13.04,6.558,41.44,21.3,3.2479,42.4,"Aumentar 2.7 kg de MM, disminuir 4.4 en la S6P.",89.4,33.6,26.1,15.5,25.9,6.7,9.8,54.0,21.5,23.5,21.0,80.4,73.8,85.8,49.3,46.0,31.2,5.4,5.8,7.2,9.6,8.4,6.0,2023-10-19 19:58:19.247,4,
462,2023-07-11,10000150,Sub-13,13.4,167.4,19.5555327169772,54.8,21.96,12.035,7.45,46.12,25.274,3.3925,33.3,"Mantener MM, mantener la S6P.",86.3,37.5,25.7,18.0,24.2,6.7,9.7,56.0,22.7,25.2,23.1,81.7,66.0,89.1,49.4,49.1,34.2,6.2,6.3,5.0,6.0,6.0,3.8,2023-10-19 19:58:19.247,3,
463,2023-07-11,10000212,Sub-13,12.8,171.0,20.4507369788995,59.8,26.85,16.056,7.246,42.2,25.233,3.4823,56.6,"Mantener MM, disminuir 18.6 puntos en la S6P.",90.0,35.8,27.0,18.3,26.2,6.6,10.4,55.6,25.6,26.8,23.8,86.0,74.7,86.7,51.8,50.5,32.7,8.2,7.4,7.8,10.4,11.8,11.0,2023-10-19 19:58:19.247,4,
464,2023-06-28,10000121,Sub-13,13.4,161.9,18.5795531064288,48.7,21.26,10.354,7.236,43.68,21.271,2.9396,31.2,"Aumentar 2.7 kg de MM, mantener la S6P.",85.2,35.3,25.4,17.6,25.7,7.1,9.3,56.3,22.5,24.8,23.0,79.9,69.5,79.7,44.6,43.4,31.5,4.2,6.2,4.2,7.0,6.0,3.6,2023-10-19 19:58:19.247,4,
465,2023-07-11,10000072,Sub-13,13.5,161.0,19.9452181628795,51.7,22.11,11.43,6.492,41.32,21.361,3.2904,43.8,"Aumentar 2.6 kg de MM, disminuir 5.8 en la S6P.",83.9,36.3,26.5,36.8,24.9,6.6,9.7,53.7,22.4,24.8,22.0,81.4,71.3,85.2,48.6,48.4,32.9,6.6,5.6,7.8,10.2,8.4,5.2,2023-10-19 19:58:19.247,3,
466,2023-07-11,10000153,Sub-13,13.1,160.8,21.2324571173981,54.9,26.56,14.583,6.991,42.86,23.533,3.3662,63.8,"Aumentar 0.5 kg de MM, disminuir 25.8 en la S6P.",79.8,34.5,25.9,18.0,26.7,6.8,10.1,54.6,27.2,24.7,23.3,81.4,73.7,84.7,51.4,48.8,33.4,9.0,9.4,10.4,14.0,10.6,10.4,2023-10-19 19:58:19.247,3,
467,2023-07-11,10000053,Sub-13,13.5,161.0,16.7817599629644,43.5,23.76,10.337,5.246,44.67,19.432,3.7042,30.2,"Aumentar 2.6 kg de MM, mantener la S6P.",84.6,33.9,23.8,16.5,23.1,6.2,8.9,51.6,21.7,23.6,20.4,77.4,63.4,76.6,44.8,44.0,30.2,5.0,4.4,4.6,6.8,6.0,3.4,2023-10-19 19:58:19.247,3,
468,2023-07-11,10000034,Sub-13,13.0,157.5,17.4552784076594,43.3,27.4,11.865,5.575,40.0,17.32,3.1067,47.2,"Aumentar 4.7 kg de MM, disminuir 9.2 en la S6P.",82.4,32.4,23.8,17.1,24.9,6.2,9.2,53.3,21.1,22.7,21.3,75.6,66.3,79.2,46.2,43.5,30.5,8.8,6.0,5.8,8.2,9.4,9.0,2023-10-19 19:58:19.247,4,
469,2023-06-28,10000052,Sub-13,13.1,169.5,23.6684330975192,68.0,22.11,15.037,7.895,48.15,32.74,4.1469,49.8,"Mantener MM, disminuir 11.8 puntos en la S6P.",93.0,35.8,26.3,18.4,25.3,7.6,10.6,55.3,28.2,28.7,25.6,88.4,77.5,92.7,55.3,53.7,37.1,8.8,6.4,6.0,9.8,12.0,6.8,2023-10-19 19:58:19.247,4,
470,2023-06-27,10000025,Sub-14,14.1,172.9,22.5794722157086,67.5,23.31,15.736,8.975,45.1,30.445,3.3922,53.4,,97.1,39.4,29.5,20.5,27.9,7.2,10.3,57.5,24.4,27.5,25.0,90.3,75.2,94.0,56.3,54.0,35.9,7.3,7.3,8.5,11.9,9.1,9.3,2023-10-19 19:58:19.247,5,
471,2023-07-19,10000025,Sub-14,14.2,172.9,22.1111572364198,66.1,22.91,15.145,8.897,44.69,29.54,3.3202,50.8,"Mantener MM, disminuir 9.8 puntos en la S6P.",97.1,39.4,29.5,20.5,27.9,7.2,10.3,57.5,26.5,28.2,24.7,88.1,76.4,95.2,55.2,53.6,35.7,7.6,7.4,7.4,10.8,10.4,7.2,2023-10-19 19:58:19.247,6,
472,2023-07-19,10000128,Sub-14,14.3,160.6,22.1383386398143,57.1,21.88,12.497,6.666,48.05,27.439,4.1163,46.8,"Aumentar 1.6 kg de MM, dimisminuir 5.8 puntos en la S6P.",89.1,35.1,25.5,18.2,25.7,6.6,9.2,54.5,26.0,27.8,23.1,83.8,72.7,90.4,55.4,54.7,33.5,7.0,8.2,6.2,10.8,8.6,6.0,2023-10-19 19:58:19.247,4,
473,2023-07-19,10000185,Sub-14,14.4,171.1,19.2996053657685,56.5,22.15,12.513,8.227,44.48,25.132,3.0548,36.6,"Aumentar 3.9 kg de MM, mantener S6P.",91.0,39.2,28.0,18.7,28.0,7.2,10.1,52.0,24.2,26.6,23.6,85.6,70.2,88.5,50.4,46.8,31.1,4.6,6.6,5.8,9.0,6.2,4.4,2023-10-19 19:58:19.247,4,
474,2023-07-19,10000011,Sub-14,14.2,160.0,22.1484375,56.7,21.23,12.04,6.482,47.51,26.939,4.156,46.6,"Aumentar 2.1 kg de MM, dimisminuir 5.6 puntos en la S6P.",89.7,34.0,27.5,19.5,26.1,6.6,9.4,54.8,25.7,27.2,23.4,86.0,75.3,85.6,53.1,52.2,33.8,6.6,6.4,7.2,11.0,9.4,6.0,2023-10-19 19:58:19.247,4,
475,2023-06-27,10000133,Sub-14,14.3,164.5,24.2052457017212,65.5,24.16,15.827,8.108,46.77,30.631,3.7779,65.2,,92.4,38.2,28.4,19.1,26.8,6.9,10.3,55.1,28.4,29.8,24.1,88.5,73.4,94.2,55.6,54.2,37.8,11.0,8.0,10.2,17.8,10.4,7.8,2023-10-19 19:58:19.247,4,
476,2023-07-19,10000133,Sub-14,14.3,164.5,24.1682911281307,65.4,23.52,15.384,7.913,46.97,30.72,3.8822,64.8,"Mantener MM, disminuir 23.8 puntos en la S6P.",92.4,38.2,28.4,19.1,26.8,6.9,10.3,55.1,28.4,29.1,24.2,89.2,77.2,94.1,57.1,55.5,38.1,10.0,9.8,9.2,17.4,11.0,7.4,2023-10-19 19:58:19.247,5,
477,2023-07-19,10000096,Sub-14,14.5,171.3,19.799827492725,58.1,24.06,13.978,7.884,44.97,26.129,3.3142,43.4,"Aumentar 2.9 kg de MM, dimisminuir 2.4 puntos en la S6P.",93.7,36.6,27.1,16.3,27.7,7.4,10.0,53.7,24.9,26.0,23.6,82.0,70.1,89.3,52.6,50.7,34.7,7.8,5.4,6.2,10.4,8.0,5.6,2023-10-19 19:58:19.247,4,
