Correlativo,Fecha,ID,Categoría,Edad,Talla,IMC,PesoActual_Kg,MA_Per,MA_Kg,MO_kg,MM_Per,MM_Kg,IMO,Sum6Pliegues,Observaciones,TallaSentado,Biacromial,T_delTorax,AntPost_delTorax,Biiliocristal,Humero,Femur,Cabeza,Brazo_Relajado,Brazo_Flexionado,Antebrazo,Torax,Cintura,Cadera,Muslo1cm_Gluteo,MusloMedio,Pierna,Triceps,Subescapular,Supraespinal,Abdominal,Muslo,Pantorrilla,Fecha_registro,Nro_Evaluacion,MG_Per
856,2023-07-17,10000165,Reserva,17.0,171.3,2.9344,74.0,19.49,14.425,8.412,51.09,37.803,4.4939,48.2,,93.1,37.5,31.0,20.0,29.5,7.3,9.8,55.3,31.2,31.4,26.7,96.7,79.4,95.8,58.4,55.8,36.6,9.2,8.0,7.0,11.6,8.2,4.2,2024-01-27 20:03:20.700,3,11.08
857,2024-01-15,10000159,Reserva,18.1,170.1,2.8934,63.8,20.48,13.066,7.973,48.92,31.209,3.9143,47.2,,89.9,40.6,29.4,19.6,28.4,6.6,9.6,55.8,29.5,31.1,25.7,93.8,78.5,91.7,55.8,53.4,33.7,7.2,8.6,6.8,12.2,8.2,4.2,2024-01-27 20:03:20.700,11,11.9
858,2023-10-04,10000159,Reserva,17.8,170.1,2.8934,64.0,21.45,13.73,8.178,49.48,31.667,3.8722,45.2,,89.9,39.3,28.3,19.6,28.3,6.5,9.6,55.8,29.2,31.1,25.5,94.6,68.5,54.0,50.9,50.0,32.6,6.2,8.4,6.4,13.2,6.4,4.6,2024-01-27 20:03:20.700,10,12.72
859,2023-07-27,10000159,Reserva,17.6,170.1,2.8934,64.0,19.67,12.591,7.872,49.57,31.726,4.0302,41.4,,89.9,39.3,28.3,19.6,28.3,6.5,9.6,55.8,29.9,31.1,25.5,94.0,78.0,90.7,53.3,52.4,33.5,6.2,8.6,5.2,10.2,6.0,5.2,2024-01-27 20:03:20.700,9,11.23
860,2023-05-03,10000159,Reserva,17.4,170.1,2.8934,64.0,20.31,12.997,7.829,48.77,31.21,3.9865,44.3,,89.9,39.3,28.3,19.6,28.3,6.5,9.6,55.8,29.5,30.8,25.5,94.0,79.7,93.0,53.4,52.1,33.2,6.2,8.0,5.8,11.5,7.4,5.4,2024-01-27 20:03:20.700,7,11.76
861,2023-03-16,10000159,Reserva,17.3,170.1,2.8934,63.8,20.92,13.35,7.973,48.07,30.669,3.8466,45.0,,89.9,39.3,28.3,19.6,28.3,6.5,9.6,55.8,28.7,30.5,25.5,93.1,77.7,91.4,52.3,49.9,32.8,7.0,8.0,7.0,12.0,7.0,4.0,2024-01-27 20:03:20.700,6,12.27
862,2023-01-06,10000159,Reserva,17.1,169.7,2.8798,65.8,21.9,14.411,8.17,49.32,32.449,3.9717,47.0,,123.6,39.0,28.2,19.6,28.1,6.5,9.5,55.0,29.3,31.3,25.5,92.5,78.9,91.1,52.5,49.8,32.7,7.0,9.0,6.5,14.0,7.0,3.5,2024-01-27 20:03:20.700,5,13.11
864,2023-07-17,10000159,Reserva,16.6,169.0,2.8561,62.3,22.06,13.745,8.239,49.64,30.924,3.7534,43.5,,123.6,39.0,28.2,19.6,28.1,6.5,9.5,55.0,27.5,29.8,25.0,91.0,74.4,88.9,52.5,48.5,32.0,6.5,8.0,6.0,12.0,6.0,5.0,2024-01-27 20:03:20.700,8,13.25
868,2024-01-15,10000214,Reserva,18.4,173.2,2.9998,75.5,23.36,17.638,9.149,47.82,36.102,3.946,69.0,,95.6,42.1,29.6,21.8,27.4,7.4,10.6,56.0,30.7,31.9,27.5,93.2,79.5,98.5,61.5,57.6,39.3,10.0,13.2,11.2,18.4,11.0,5.2,2024-01-27 20:03:20.700,6,14.41
869,2024-01-12,10000078,Reserva,17.0,175.2,3.0695,70.3,22.56,15.858,8.87,48.01,33.749,3.8048,56.2,,94.5,40.4,29.7,19.5,29.4,7.3,10.0,56.6,28.2,31.0,26.0,97.1,77.6,97.0,56.1,54.1,37.0,6.8,9.8,6.8,16.0,10.2,6.6,2024-01-27 20:03:20.700,5,13.69
870,2024-01-12,10000216,Reserva,17.9,193.2,3.7326,78.2,24.76,19.359,8.132,48.96,38.289,4.7084,49.0,,98.4,41.5,28.7,21.7,27.7,6.8,10.0,57.8,30.0,32.4,27.0,100.8,72.4,92.7,53.5,54.5,39.5,8.8,8.8,6.2,9.6,10.0,5.6,2024-01-27 20:03:20.700,6,15.7
871,2024-01-15,10000107,Reserva,18.9,176.3,3.1082,74.0,21.37,15.814,8.771,49.75,36.819,4.1978,51.6,,97.5,39.9,30.5,18.6,29.6,6.9,10.0,56.0,30.4,32.7,25.6,95.2,78.6,96.5,59.7,57.7,35.8,6.8,8.2,10.4,15.0,6.4,4.8,2024-01-27 20:03:20.700,6,12.65
872,2023-09-28,10000107,Reserva,18.6,176.0,3.0976,75.5,22.65,17.101,8.915,48.75,36.807,4.1287,61.8,,97.5,40.4,30.0,19.2,29.7,6.9,10.5,55.6,30.0,32.4,25.4,98.5,82.0,98.9,61.6,54.4,35.0,8.8,9.6,11.2,20.0,7.0,5.2,2024-01-27 20:03:20.700,5,13.77
873,2023-07-07,10000107,Reserva,18.4,176.0,3.0976,72.9,19.62,14.304,9.282,49.92,36.388,3.9203,42.4,,97.5,40.4,30.0,19.2,29.7,6.9,10.5,55.6,29.0,32.4,25.2,95.2,78.4,95.8,58.0,57.0,35.8,5.2,7.4,8.6,11.8,5.2,4.2,2024-01-27 20:03:20.700,4,11.19
874,2024-01-12,10000042,Reserva,18.6,175.6,3.0835,75.0,18.44,13.832,9.539,51.16,38.367,4.0221,42.8,,91.7,42.5,33.4,19.1,29.8,7.3,9.9,56.3,29.2,31.5,27.7,102.2,79.6,94.1,55.2,55.8,37.7,7.0,6.6,7.2,10.6,6.6,4.8,2024-01-27 20:03:20.700,7,10.25
875,2023-11-30,10000042,Reserva,18.5,175.6,3.0835,74.2,18.23,13.526,9.414,51.98,38.569,4.097,39.8,,91.7,41.7,32.5,18.7,29.6,7.2,10.0,56.2,28.8,31.3,27.3,100.0,76.2,93.9,57.2,55.6,37.6,6.2,6.8,6.0,9.2,6.2,5.4,2024-01-27 20:03:20.700,6,10.08
876,2023-12-15,10000152,Reserva,18.2,181.3,3.287,79.4,18.65,14.812,9.089,52.05,41.327,4.5469,41.4,,95.4,41.5,31.0,20.0,29.0,7.4,9.9,56.7,31.4,34.0,27.6,101.0,83.0,101.9,61.0,52.6,36.5,4.2,7.4,6.1,9.3,9.8,4.6,2024-01-27 20:03:20.700,4,10.41
877,2023-09-29,10000152,Reserva,18.0,181.3,3.287,79.5,18.79,14.94,9.215,51.64,41.054,4.4551,41.0,,95.4,41.5,31.0,20.0,29.0,7.4,9.9,56.7,32.2,33.6,27.6,100.5,82.8,99.6,58.9,52.0,36.2,4.0,7.0,5.6,10.0,9.2,5.2,2024-01-27 20:03:20.700,3,10.52
878,2023-07-08,10000152,Reserva,17.8,181.3,3.287,77.5,18.32,14.198,9.224,51.6,39.988,4.3352,37.0,,95.4,41.5,31.0,20.0,29.0,7.4,9.9,56.7,31.0,33.5,27.2,100.1,81.0,98.5,57.8,55.6,36.6,4.8,6.8,5.2,7.0,8.8,4.4,2024-01-27 20:03:20.700,2,10.15
879,2023-03-03,10000152,Reserva,17.4,181.3,3.287,76.0,19.32,14.68,9.076,50.29,38.221,4.2112,40.8,,95.4,41.5,31.0,20.0,29.0,7.4,9.9,56.7,30.6,32.9,27.0,99.5,82.0,97.7,57.6,55.3,36.3,6.0,8.2,6.2,7.0,8.6,4.8,2024-01-27 20:03:20.700,1,10.95
880,2024-01-15,10000301,Reserva,20.2,173.0,2.9929,72.2,18.56,13.398,8.371,51.83,37.419,4.4701,41.8,,90.9,38.1,29.6,20.2,28.4,7.0,10.5,56.0,30.9,33.2,26.7,94.7,79.7,94.2,58.2,55.9,38.8,6.0,7.2,6.4,8.2,9.0,5.0,2024-01-27 20:03:20.700,4,10.34
881,2023-09-29,10000301,Reserva,19.9,173.0,2.9929,75.0,18.44,13.828,8.908,52.07,39.053,4.384,43.6,,90.9,39.2,29.8,20.4,28.6,7.2,10.5,56.2,31.8,34.0,27.1,96.2,79.4,93.5,59.5,57.3,38.5,7.4,7.4,6.4,8.2,9.2,5.0,2024-01-27 20:03:20.700,3,10.25
882,2023-07-07,10000301,Reserva,19.6,173.0,2.9929,71.9,18.34,13.183,8.756,51.74,37.199,4.2484,41.2,,90.9,39.2,29.8,20.4,28.6,7.2,10.5,56.2,32.0,34.0,27.0,95.9,78.4,94.0,57.0,56.3,37.7,6.0,7.6,6.0,7.8,9.2,4.6,2024-01-27 20:03:20.700,2,10.17
883,2023-01-06,10000301,Reserva,19.1,172.8,2.986,73.7,19.05,14.042,8.916,50.97,37.566,4.2133,42.0,,91.4,39.5,29.4,20.7,28.2,7.0,10.2,55.8,31.0,33.2,26.6,92.2,76.5,93.5,57.5,56.0,38.0,7.0,8.0,7.0,8.0,5.0,7.0,2024-01-27 20:03:20.700,1,10.73
884,2024-01-15,10000136,Reserva,19.7,178.0,3.1684,77.2,20.42,15.762,9.392,50.19,38.744,4.1252,47.8,,93.8,41.8,29.0,20.3,28.4,7.2,10.2,56.4,33.4,33.4,26.7,93.4,79.3,97.1,59.3,55.2,38.3,6.4,9.2,6.0,10.4,10.6,5.2,2024-01-27 20:03:20.700,10,11.85
885,2023-09-28,10000136,Reserva,19.4,178.0,3.1684,77.4,21.64,16.75,9.171,49.85,38.581,4.2068,49.8,,93.8,41.6,28.6,20.1,28.1,9.9,6.8,56.1,32.2,33.2,26.4,92.7,75.7,98.8,58.8,55.2,37.8,8.2,9.8,5.0,11.8,9.2,5.8,2024-01-27 20:03:20.700,9,12.88
886,2023-07-13,10000136,Reserva,19.2,178.0,3.1684,74.0,20.18,14.935,9.046,50.13,37.098,4.101,41.4,,93.8,41.6,28.6,20.1,28.1,9.9,6.8,56.1,31.7,33.0,26.2,91.8,76.3,94.1,56.7,55.5,37.7,5.8,8.8,4.4,9.2,9.2,4.0,2024-01-27 20:03:20.700,8,11.65
887,2023-01-06,10000136,Reserva,18.6,176.2,3.1046,74.5,21.68,16.149,9.961,52.8,39.335,3.9489,42.0,,134.2,41.7,27.7,19.8,27.9,6.8,10.0,55.5,30.5,32.3,25.9,91.5,76.9,93.0,55.5,52.5,37.2,6.0,8.0,6.0,10.0,8.0,4.0,2024-01-27 20:03:20.700,7,12.92
894,2023-10-04,10000087,Reserva,18.1,167.7,2.8123,60.2,19.57,11.782,6.87,50.25,30.252,4.4035,34.4,,89.9,36.8,25.0,19.0,25.4,6.5,9.3,55.3,27.6,29.5,24.1,87.9,74.5,87.2,51.5,51.0,35.7,6.2,6.2,3.6,7.0,7.8,3.6,2024-01-27 20:03:20.700,8,11.15
895,2023-07-08,10000087,Reserva,17.8,167.7,2.8123,59.8,19.89,11.897,6.876,49.84,29.802,4.3342,35.0,,89.9,36.8,25.0,19.0,25.4,6.5,9.3,55.3,27.5,29.7,23.8,87.5,73.8,88.0,51.5,51.2,35.8,6.2,6.6,3.6,6.0,9.0,3.6,2024-01-27 20:03:20.700,7,11.41
896,2023-01-06,10000087,Reserva,17.3,165.9,2.7523,58.0,21.13,12.254,6.727,48.54,28.155,4.1854,36.0,,86.7,35.7,24.3,19.7,24.8,6.4,9.3,55.1,26.4,28.3,23.0,82.7,70.2,85.2,51.2,48.9,35.5,6.0,6.5,4.0,7.0,9.0,3.5,2024-01-27 20:03:20.700,6,12.45
902,2024-01-22,10000277,Sub-13,13.0,168.6,2.8426,55.7,24.47,13.628,8.057,43.28,24.109,2.9923,45.4,,88.0,37.8,27.0,15.3,28.0,6.7,10.4,53.4,23.7,24.4,22.4,82.5,70.5,88.0,51.5,46.8,34.2,5.8,7.2,6.0,9.0,10.0,7.4,2024-01-27 20:03:20.700,1,15.43
903,2024-01-24,10000278,Sub-13,12.8,150.3,2.259,44.1,20.41,9.0,5.877,47.56,20.976,3.5692,37.8,,77.0,33.4,25.2,17.5,24.0,6.6,9.4,53.8,23.7,24.7,22.3,79.7,65.4,78.6,47.4,44.6,32.7,7.0,5.4,4.2,6.2,9.0,6.0,2024-01-27 20:03:20.700,1,11.84
904,2024-01-22,10000280,Sub-13,13.0,156.2,2.4398,43.4,19.54,8.482,6.077,46.05,19.987,3.289,25.4,,79.4,34.4,25.7,16.5,24.6,6.4,9.5,52.2,21.6,23.3,22.1,79.3,66.4,76.4,43.8,42.4,30.2,4.2,4.2,4.0,4.6,5.4,3.0,2024-01-27 20:03:20.700,1,11.12
905,2024-01-24,10000281,Sub-13,13.0,172.4,2.9722,62.0,23.68,14.68,8.41,45.29,28.082,3.3391,49.8,,89.4,38.3,28.4,18.3,28.4,7.1,10.5,55.2,24.8,26.0,23.2,87.8,73.2,91.3,54.8,53.0,35.8,7.8,7.8,8.0,12.6,8.2,5.4,2024-01-27 20:03:20.700,1,14.7
906,2024-01-24,10000282,Sub-13,12.8,163.1,2.6602,53.1,28.11,14.925,7.032,42.32,22.472,3.1957,64.2,,83.4,37.3,26.2,16.9,24.7,6.7,10.3,54.3,24.0,25.2,23.0,80.3,66.8,87.0,53.7,49.9,34.2,10.0,6.8,9.6,13.6,15.6,8.6,2024-01-27 20:03:20.700,1,18.99
907,2024-01-24,10000283,Sub-13,12.1,139.9,1.9572,38.3,22.49,8.613,4.917,46.19,17.69,3.5977,48.2,,68.7,32.6,23.3,15.8,22.6,6.1,8.9,51.6,23.1,24.5,20.9,73.5,66.6,76.8,49.2,44.6,30.3,8.8,7.8,7.0,10.4,9.2,5.0,2024-01-27 20:03:20.700,1,13.63
908,2024-01-22,10000284,Sub-13,12.8,150.4,2.262,35.0,28.8,10.08,4.919,38.03,13.312,2.7062,44.3,,74.8,31.9,23.4,15.4,22.4,6.0,9.0,53.2,19.3,19.8,19.0,73.6,58.5,73.8,43.5,38.7,25.7,7.8,5.0,4.2,7.8,11.5,8.0,2024-01-27 20:03:20.700,1,19.7
909,2024-01-24,10000285,Sub-13,12.6,166.8,2.7822,54.7,26.05,14.247,8.283,41.22,22.546,2.722,49.6,,99.2,36.2,25.3,17.1,28.3,7.2,10.3,54.6,23.5,25.6,23.1,81.0,70.7,87.2,48.2,47.1,33.3,6.4,6.4,7.0,11.6,9.2,9.0,2024-01-27 20:03:20.700,1,16.93
910,2024-01-24,10000286,Sub-13,12.8,164.6,2.7093,48.9,22.54,11.023,7.327,44.13,21.579,2.9451,33.0,,86.5,35.7,25.3,16.8,26.8,6.5,9.7,55.9,22.5,24.3,21.7,81.1,64.7,81.0,46.4,45.9,32.2,6.2,5.0,5.0,5.4,5.8,5.6,2024-01-27 20:03:20.700,1,13.67
911,2024-01-22,10000287,Sub-13,12.5,151.2,2.2861,46.0,29.57,13.604,5.342,41.64,19.152,3.5852,75.4,,77.8,32.4,26.6,17.5,24.6,6.0,9.4,53.6,25.8,25.4,21.2,82.0,65.6,81.0,49.5,45.0,30.7,15.8,12.2,9.4,15.4,13.6,9.0,2024-01-27 20:03:20.700,1,20.51
912,2024-01-24,10000288,Sub-13,12.4,174.8,3.0555,69.0,32.55,22.462,7.987,40.46,27.915,3.4951,96.6,,88.3,39.0,28.2,19.4,27.3,7.4,10.5,54.5,27.6,29.1,25.0,93.1,77.3,95.7,55.9,53.0,35.6,12.0,16.4,13.6,27.4,14.8,12.4,2024-01-27 20:03:20.700,1,23.78
913,2024-01-22,10000289,Sub-13,12.3,161.9,2.6212,48.8,21.47,10.477,7.657,43.62,21.284,2.7797,31.2,,85.8,37.8,25.2,16.6,26.6,6.3,9.4,55.2,22.6,24.4,21.3,76.8,66.7,84.2,49.3,48.4,31.3,5.8,6.0,4.4,5.4,5.4,4.2,2024-01-27 20:03:20.700,1,12.74
914,2024-01-22,10000290,Sub-13,12.6,155.0,2.4025,41.1,27.81,11.428,5.834,40.37,16.593,2.8442,49.0,,68.8,34.0,24.2,14.2,24.3,6.4,9.3,53.0,23.4,23.4,20.3,73.2,65.0,77.1,46.0,45.5,29.5,10.8,8.0,4.8,13.2,7.0,5.2,2024-01-27 20:03:20.700,1,18.68
915,2024-01-22,10000157,Sub-13,13.0,175.8,3.0906,68.4,19.22,13.147,9.325,49.32,33.733,3.6175,35.4,,89.9,40.3,27.8,19.7,27.7,7.5,10.4,57.5,28.6,30.3,26.9,87.9,75.3,92.7,55.1,53.7,38.2,6.0,7.0,5.4,6.0,7.0,4.0,2024-01-27 20:03:20.700,1,10.87
916,2024-01-22,10000231,Sub-13,12.8,151.5,2.2952,42.3,24.89,10.53,6.092,43.39,18.352,3.0125,49.8,,77.9,34.5,23.5,15.8,24.9,6.5,9.5,53.6,23.1,24.7,21.8,76.2,64.8,77.8,47.1,44.7,31.0,10.0,6.0,8.2,12.0,8.2,5.4,2024-01-27 20:03:20.700,1,15.82
917,2024-01-22,10000008,Sub-13,13.0,161.3,2.6018,52.3,23.99,12.548,6.654,45.21,23.644,3.5534,51.2,,84.2,35.8,27.0,17.2,25.8,6.6,9.5,55.2,24.7,26.3,23.1,83.1,71.0,85.0,51.7,50.4,33.5,10.2,7.8,7.2,11.8,8.2,6.0,2024-01-27 20:03:20.700,1,14.98
918,2024-01-24,10000291,Sub-13,12.6,167.6,2.809,54.4,25.73,13.995,7.272,42.75,23.258,3.1983,47.8,,87.8,36.0,26.5,17.3,25.9,7.1,9.7,55.2,23.8,27.2,23.7,79.5,68.7,86.0,49.6,48.0,34.7,7.4,6.6,7.6,9.8,10.2,6.2,2024-01-27 20:03:20.700,1,16.62
919,2024-01-22,10000292,Sub-13,12.3,151.5,2.2952,45.5,27.2,12.377,6.228,39.81,18.115,2.9086,53.6,,79.5,32.7,23.7,17.8,23.8,6.5,9.5,53.7,24.7,25.7,22.2,64.2,64.3,79.4,50.3,48.6,34.0,11.0,5.8,4.6,8.0,15.2,9.0,2024-01-27 20:03:20.700,1,18.07
920,2024-01-24,10000293,Sub-13,13.0,167.5,2.8056,51.8,26.3,13.623,6.88,43.14,22.348,3.2483,50.0,,90.8,35.6,25.3,19.5,28.5,6.4,9.7,53.4,23.8,25.7,22.5,83.2,65.5,85.0,50.3,43.9,33.5,8.8,7.4,6.4,9.0,11.0,7.4,2024-01-27 20:03:20.700,1,17.18
921,2024-01-22,10000232,Sub-13,12.9,168.1,2.8258,57.7,25.59,14.763,6.482,46.34,26.74,4.1253,57.3,,88.5,36.2,27.2,17.8,27.4,6.2,9.6,53.0,26.5,26.8,23.5,84.7,71.0,87.5,55.0,51.5,35.5,10.0,7.4,10.2,14.4,8.1,7.2,2024-01-27 20:03:20.700,1,16.49
922,2024-01-22,10000294,Sub-13,11.6,154.0,2.3716,47.8,32.02,15.306,5.739,40.23,19.231,3.3509,85.8,,79.1,33.1,24.2,16.4,25.9,6.2,9.8,53.0,25.4,25.9,22.6,77.6,67.5,88.0,53.2,26.8,33.4,15.8,9.2,10.4,19.5,19.5,11.4,2024-01-27 20:03:20.700,1,23.18
923,2024-01-24,10000295,Sub-13,13.0,169.8,2.8832,50.5,24.38,12.312,7.685,41.79,21.104,2.7461,35.1,,89.2,39.5,27.7,16.6,25.8,6.7,9.7,53.5,23.2,25.6,21.5,80.5,65.0,82.0,46.0,41.5,32.0,5.0,6.0,6.2,7.6,6.2,4.1,2024-01-27 20:03:20.700,1,15.34
924,2024-01-22,10000296,Sub-13,12.9,159.6,2.5472,51.3,23.13,11.868,6.234,47.26,24.245,3.8892,47.2,,83.6,32.5,27.2,16.7,27.4,6.4,9.4,54.6,24.7,25.8,22.1,83.3,67.5,85.6,51.0,49.1,33.7,7.6,7.0,8.2,12.6,7.2,4.6,2024-01-27 20:03:20.700,1,14.2
925,2024-01-22,10000297,Sub-13,13.0,163.6,2.6765,55.8,21.51,12.0,7.391,47.2,26.34,3.5638,46.0,,89.2,37.5,26.7,17.2,26.2,6.8,10.0,56.2,26.2,26.2,23.2,84.7,74.5,87.3,55.6,52.6,33.4,6.4,6.0,8.6,11.0,8.4,5.6,2024-01-27 20:03:20.700,1,12.77
926,2024-01-22,10000298,Sub-13,12.7,156.8,2.4586,44.7,24.82,11.094,6.637,41.62,18.604,2.8031,46.0,,80.2,35.4,24.5,17.2,25.6,6.6,9.7,54.2,22.2,23.7,21.3,78.3,67.3,79.8,47.1,44.0,30.7,7.6,6.4,6.0,10.0,9.8,6.2,2024-01-27 20:03:20.700,1,15.75
927,2024-01-22,10000299,Sub-13,13.0,144.4,2.0851,39.0,21.87,8.53,4.879,46.78,18.246,3.7397,40.4,,74.4,32.7,23.4,15.5,22.7,6.0,9.0,50.7,22.5,24.1,21.9,74.9,63.7,75.7,46.2,44.9,31.2,8.8,4.6,6.2,5.6,11.2,4.0,2024-01-27 20:03:20.700,1,13.08
928,2024-01-22,10000300,Sub-13,12.9,141.4,1.9994,36.3,29.63,10.755,5.125,37.68,13.677,2.6687,64.6,,72.0,30.9,23.6,14.3,24.3,6.1,8.9,53.2,22.1,22.9,19.7,72.3,64.2,75.2,44.6,43.1,27.1,11.0,9.0,6.8,13.0,16.0,8.8,2024-01-27 20:03:20.700,1,20.58
929,2024-01-24,10000302,Sub-13,12.8,156.0,2.4336,42.5,23.29,9.897,5.963,43.38,18.438,3.0921,35.4,,77.3,34.0,24.2,16.4,25.0,6.3,9.4,52.0,22.2,23.1,22.0,75.0,64.8,77.4,45.5,44.2,29.6,7.0,5.6,5.4,7.4,6.0,4.0,2024-01-27 20:03:20.700,1,14.34
930,2024-01-18,10000132,Sub-14,13.3,159.0,2.5281,54.9,22.3,12.242,8.241,43.89,24.097,2.924,50.3,,88.4,38.5,27.6,17.2,27.6,6.9,10.2,55.0,25.4,27.5,23.0,85.0,73.0,88.5,50.5,46.5,32.8,9.0,8.2,6.5,9.4,10.2,7.0,2024-01-27 20:03:20.700,6,13.46
931,2024-01-18,10000050,Sub-14,14.0,159.5,2.544,46.9,21.54,10.102,6.816,43.75,20.519,3.0104,32.8,,83.4,36.0,25.7,16.5,26.6,6.6,9.4,51.8,23.1,25.2,21.5,78.3,69.7,81.2,46.6,46.1,30.5,5.2,5.4,4.0,8.0,6.2,4.0,2024-01-27 20:03:20.700,6,12.8
932,2024-01-18,10000017,Sub-14,13.6,161.4,2.605,52.0,20.71,10.767,7.044,47.49,24.692,3.5054,37.6,,85.0,36.1,26.3,17.3,25.6,6.8,9.8,55.3,26.2,29.7,25.0,82.5,68.5,82.2,48.2,47.0,34.2,5.4,6.6,5.4,5.2,9.0,6.0,2024-01-27 20:03:20.700,5,12.09
933,2024-01-18,10000109,Sub-14,13.7,170.9,2.9207,65.5,29.22,19.136,8.234,42.38,27.761,3.3715,84.4,,91.8,38.7,29.2,17.7,29.2,7.3,10.1,55.5,27.9,28.7,25.2,90.0,76.5,93.7,56.1,53.1,35.4,13.2,10.8,15.0,23.6,11.0,10.8,2024-01-27 20:03:20.700,6,20.14
934,2024-01-18,10000059,Sub-14,13.9,176.4,3.1117,67.0,27.76,18.599,7.901,42.54,28.503,3.6075,66.1,,92.8,36.1,29.3,19.5,28.8,7.1,10.4,55.7,26.5,28.5,23.5,90.0,76.4,96.0,55.4,50.4,36.0,14.5,12.5,8.0,15.0,10.7,5.4,2024-01-27 20:03:20.700,6,18.63
935,2024-01-18,10000006,Sub-14,13.9,164.5,2.706,55.3,26.78,14.809,6.791,44.14,24.407,3.594,62.6,,86.5,36.2,26.2,17.2,26.5,6.9,10.0,52.3,25.8,27.2,23.7,82.7,71.8,87.5,52.2,50.1,34.0,8.2,8.0,14.0,17.4,8.0,7.0,2024-01-27 20:03:20.700,3,17.65
936,2024-01-18,10000058,Sub-14,13.9,176.5,3.1152,70.6,34.18,24.132,8.957,37.19,26.253,2.931,103.5,,95.4,40.7,29.2,19.1,28.8,7.2,10.4,57.5,26.8,29.5,24.5,90.8,78.0,98.0,59.2,52.3,35.5,17.0,13.5,13.2,23.2,21.8,14.8,2024-01-27 20:03:20.700,4,25.66
937,2024-01-18,10000154,Sub-14,14.0,177.8,3.1613,57.2,24.64,14.096,8.583,42.0,24.027,2.7994,38.4,,92.7,39.8,28.4,17.7,27.8,7.1,10.2,55.5,24.9,27.3,23.5,84.4,69.0,87.3,48.3,47.6,33.6,6.2,6.0,5.4,7.4,7.2,6.2,2024-01-27 20:03:20.700,3,15.59
939,2024-01-18,10000094,Sub-14,13.8,165.5,2.739,52.0,23.31,12.12,6.739,45.03,23.415,3.4746,41.6,,88.3,36.1,26.7,17.4,25.5,6.7,9.1,56.8,25.4,28.3,23.5,82.7,70.6,83.4,48.5,45.7,31.5,6.6,6.0,6.2,11.4,7.2,4.2,2024-01-27 20:03:20.700,1,14.36
940,2024-01-18,10000119,Sub-14,13.7,160.8,2.5857,50.2,20.74,10.413,5.75,44.4,22.291,3.8767,39.6,,85.2,34.6,25.4,38.4,25.6,6.4,9.3,53.2,23.5,25.0,22.4,79.8,67.6,84.6,52.4,50.2,34.5,7.4,5.4,5.8,7.0,9.0,5.0,2024-01-27 20:03:20.700,3,12.12
941,2023-03-06,10000119,Sub-14,12.8,154.0,2.3716,47.2,27.99,13.213,6.543,50.15,23.67,3.6176,45.0,,125.5,32.2,23.7,17.0,24.1,6.2,9.3,52.5,22.0,24.1,21.5,75.8,65.5,80.5,48.0,46.0,33.5,8.0,6.0,5.0,7.0,11.0,8.0,2024-01-27 20:03:20.700,2,18.87
942,2024-01-18,10000033,Sub-14,13.1,154.8,2.3963,49.8,26.2,13.045,6.279,43.61,21.717,3.4587,61.1,,79.5,33.4,25.5,16.7,25.2,6.1,9.5,56.5,25.2,26.3,21.5,80.7,69.0,84.5,51.2,46.5,32.8,11.8,9.2,6.6,13.5,11.5,8.5,2024-01-27 20:03:20.700,5,17.08
943,2024-01-18,10000021,Sub-14,13.5,158.8,2.5217,49.6,26.99,13.386,6.229,42.15,20.908,3.3566,56.2,,82.7,33.5,24.7,17.2,24.8,6.2,9.7,55.5,23.6,25.8,22.5,79.8,68.5,82.4,51.0,46.5,31.0,11.2,7.8,5.0,10.4,13.5,8.3,2024-01-27 20:03:20.700,2,17.86
944,2024-01-18,10000269,Sub-14,13.6,171.2,2.9309,52.3,25.15,13.153,6.428,44.1,23.063,3.5879,35.8,,87.0,35.3,25.7,15.7,25.5,6.8,9.5,52.0,23.6,24.6,22.7,80.0,66.7,83.5,49.0,47.0,31.7,5.4,6.0,5.4,7.0,8.0,4.0,2024-01-27 20:03:20.700,1,16.07
945,2024-01-18,10000209,Sub-14,14.0,159.9,2.5568,53.1,22.41,11.898,7.067,46.75,24.825,3.5128,45.8,,85.0,36.8,27.2,16.4,26.9,6.3,9.4,54.1,25.2,27.5,22.8,83.1,68.3,85.6,51.2,48.9,33.3,8.2,7.6,7.4,11.2,7.4,4.0,2024-01-27 20:03:20.700,2,13.56
946,2024-01-18,10000035,Sub-14,13.9,170.0,2.89,54.5,25.25,13.762,8.378,42.64,23.239,2.7738,42.5,,92.4,40.0,25.7,15.6,26.7,6.9,9.8,54.3,24.5,26.3,22.4,81.5,66.0,87.5,49.5,48.5,32.6,7.2,7.0,5.4,7.8,9.5,5.6,2024-01-27 20:03:20.700,6,16.16
947,2024-01-18,10000100,Sub-14,13.8,171.2,2.9309,53.6,26.81,14.368,7.182,41.25,22.11,3.0785,47.0,,89.9,35.7,26.7,16.1,27.6,6.6,10.0,54.4,23.6,24.7,22.5,82.3,71.3,87.6,49.6,47.6,31.4,6.2,6.4,7.0,11.4,9.6,6.4,2024-01-27 20:03:20.700,6,17.68
